phase;dataset;model;seed;timestamp;accuracy;f1_macro;precision_macro;recall_macro;elapsed_sec;file;model_cfg_json;dataset_files_json
phase3_rebaseline;imdb;svm;102;20251106_022550;0.90356;0.9035599875013745;0.9035602092056124;0.9035599999999999;26.0494399999734;results\rebaseline\svm_imdb_s102_20251106_022550.json;"{""C"": 0.5, ""class_weight"": null, ""tfidf"": {""ngram_min"": 1, ""ngram_max"": 2, ""min_df"": 2, ""max_df"": 1.0, ""max_features"": 100000, ""stop_words"": null, ""sublinear_tf"": true, ""binary"": false}}";"{""train"": ""data/local/imdb_train.csv"", ""test"": ""data/local/imdb_test.csv""}"
phase3_rebaseline;imdb;svm;103;20251106_022617;0.90556;0.9055599454514245;0.9055609370079889;0.90556;24.672505499911495;results\rebaseline\svm_imdb_s103_20251106_022617.json;"{""C"": 0.5, ""class_weight"": null, ""tfidf"": {""ngram_min"": 1, ""ngram_max"": 2, ""min_df"": 2, ""max_df"": 1.0, ""max_features"": 100000, ""stop_words"": null, ""sublinear_tf"": true, ""binary"": false}}";"{""train"": ""data/local/imdb_train.csv"", ""test"": ""data/local/imdb_test.csv""}"
phase3_rebaseline;sms;logreg;101;20251106_022815;0.9874439461883409;0.9728868787082968;0.9728868787082968;0.9728868787082968;0.241035700077191;results\rebaseline\logreg_sms_s101_20251106_022815.json;"{""C"": 1.0, ""class_weight"": ""balanced"", ""solver"": ""liblinear"", ""tfidf"": {""ngram_min"": 1, ""ngram_max"": 2, ""min_df"": 2, ""max_df"": 1.0, ""max_features"": 100000, ""stop_words"": null, ""sublinear_tf"": true, ""binary"": false}}";"{""train"": ""data/local/sms_spam.csv""}"
phase3_rebaseline;sms;logreg;102;20251106_022816;0.9919282511210762;0.9828132787331665;0.9762321445464006;0.9896654021982297;0.2921214000089094;results\rebaseline\logreg_sms_s102_20251106_022816.json;"{""C"": 1.0, ""class_weight"": ""balanced"", ""solver"": ""liblinear"", ""tfidf"": {""ngram_min"": 1, ""ngram_max"": 2, ""min_df"": 2, ""max_df"": 1.0, ""max_features"": 100000, ""stop_words"": null, ""sublinear_tf"": true, ""binary"": false}}";"{""train"": ""data/local/sms_spam.csv""}"
phase3_rebaseline;sms;logreg;103;20251106_022816;0.9820627802690582;0.9614853195164076;0.9589081091478662;0.9641050759375824;0.2507975000189617;results\rebaseline\logreg_sms_s103_20251106_022816.json;"{""C"": 1.0, ""class_weight"": ""balanced"", ""solver"": ""liblinear"", ""tfidf"": {""ngram_min"": 1, ""ngram_max"": 2, ""min_df"": 2, ""max_df"": 1.0, ""max_features"": 100000, ""stop_words"": null, ""sublinear_tf"": true, ""binary"": false}}";"{""train"": ""data/local/sms_spam.csv""}"
phase3_rebaseline;sms;nb;101;20251106_023158;0.9910313901345291;0.980064223595377;0.9948770491803278;0.9664429530201342;0.21762519993353635;results\rebaseline\nb_sms_s101_20251106_023158.json;"{""alpha"": 0.1, ""tfidf"": {""ngram_min"": 1, ""ngram_max"": 2, ""min_df"": 2, ""max_df"": 1.0, ""max_features"": 100000, ""stop_words"": null, ""sublinear_tf"": true, ""binary"": false}}";"{""train"": ""data/local/sms_spam.csv""}"
phase3_rebaseline;sms;nb;102;20251106_023158;0.989237668161435;0.9759345592678925;0.9938650306748467;0.9597315436241611;0.2074175999732688;results\rebaseline\nb_sms_s102_20251106_023158.json;"{""alpha"": 0.1, ""tfidf"": {""ngram_min"": 1, ""ngram_max"": 2, ""min_df"": 2, ""max_df"": 1.0, ""max_features"": 100000, ""stop_words"": null, ""sublinear_tf"": true, ""binary"": false}}";"{""train"": ""data/local/sms_spam.csv""}"
phase3_rebaseline;sms;nb;103;20251106_023159;0.9874439461883409;0.9719236524792081;0.9897041481945875;0.9558582405824891;0.2405169999692589;results\rebaseline\nb_sms_s103_20251106_023159.json;"{""alpha"": 0.1, ""tfidf"": {""ngram_min"": 1, ""ngram_max"": 2, ""min_df"": 2, ""max_df"": 1.0, ""max_features"": 100000, ""stop_words"": null, ""sublinear_tf"": true, ""binary"": false}}";"{""train"": ""data/local/sms_spam.csv""}"
phase3_rebaseline;sms;rf;101;20251106_023541;0.9811659192825112;0.9572460738146582;0.982759949443571;0.9352064140508844;1.7045407999539748;results\rebaseline\rf_sms_s101_20251106_023541.json;"{""n_estimators"": 500, ""max_depth"": null, ""n_jobs"": -1, ""tfidf"": {""ngram_min"": 1, ""ngram_max"": 2, ""min_df"": 2, ""max_df"": 0.95, ""max_features"": 200000, ""stop_words"": ""english"", ""sublinear_tf"": true, ""binary"": false}}";"{""train"": ""data/local/sms_spam.csv""}"
phase3_rebaseline;sms;rf;102;20251106_023542;0.9865470852017937;0.9696461530922811;0.9923547400611621;0.9496644295302014;1.8769657000666484;results\rebaseline\rf_sms_s102_20251106_023542.json;"{""n_estimators"": 500, ""max_depth"": null, ""n_jobs"": -1, ""tfidf"": {""ngram_min"": 1, ""ngram_max"": 2, ""min_df"": 2, ""max_df"": 0.95, ""max_features"": 200000, ""stop_words"": ""english"", ""sublinear_tf"": true, ""binary"": false}}";"{""train"": ""data/local/sms_spam.csv""}"
phase3_rebaseline;sms;rf;103;20251106_023545;0.9829596412556054;0.9610805229925284;0.9903553299492386;0.936241610738255;1.994973300024867;results\rebaseline\rf_sms_s103_20251106_023545.json;"{""n_estimators"": 500, ""max_depth"": null, ""n_jobs"": -1, ""tfidf"": {""ngram_min"": 1, ""ngram_max"": 2, ""min_df"": 2, ""max_df"": 0.95, ""max_features"": 200000, ""stop_words"": ""english"", ""sublinear_tf"": true, ""binary"": false}}";"{""train"": ""data/local/sms_spam.csv""}"
phase3_rebaseline;sms;svm;101;20251106_022449;0.9910313901345291;0.9801813011020264;0.9918337775059345;0.9692810593744354;0.24782449996564537;results\rebaseline\svm_sms_s101_20251106_022449.json;"{""C"": 0.5, ""class_weight"": null, ""tfidf"": {""ngram_min"": 1, ""ngram_max"": 2, ""min_df"": 2, ""max_df"": 1.0, ""max_features"": 100000, ""stop_words"": null, ""sublinear_tf"": true, ""binary"": false}}";"{""train"": ""data/local/sms_spam.csv""}"
phase3_rebaseline;sms;svm;102;20251106_022449;0.9928251121076234;0.9842373863748817;0.992902673458229;0.9759924687704087;0.22864410001784563;results\rebaseline\svm_sms_s102_20251106_022449.json;"{""C"": 0.5, ""class_weight"": null, ""tfidf"": {""ngram_min"": 1, ""ngram_max"": 2, ""min_df"": 2, ""max_df"": 1.0, ""max_features"": 100000, ""stop_words"": null, ""sublinear_tf"": true, ""binary"": false}}";"{""train"": ""data/local/sms_spam.csv""}"
phase3_rebaseline;sms;svm;103;20251106_022449;0.9838565022421525;0.9639018389018389;0.9813823832340692;0.9481116344991455;0.2570170999970287;results\rebaseline\svm_sms_s103_20251106_022449.json;"{""C"": 0.5, ""class_weight"": null, ""tfidf"": {""ngram_min"": 1, ""ngram_max"": 2, ""min_df"": 2, ""max_df"": 1.0, ""max_features"": 100000, ""stop_words"": null, ""sublinear_tf"": true, ""binary"": false}}";"{""train"": ""data/local/sms_spam.csv""}"
