phase;dataset;model;seed;train_frac;train_size_used;val_size_used;test_size_used;timestamp;test_accuracy;test_f1_macro;test_precision_macro;test_recall_macro;test_elapsed_sec;val_accuracy;val_f1_macro;val_precision_macro;val_recall_macro;model_cfg_json;file
phase5_learning_curve;imdb;rf;102;0.2;4500;2500;25000;20251107_014016;0.84924;0.8492340540323166;0.8492951025598912;0.84924;13.87376560003031;0.8576;0.8575999088639417;0.8576009154583435;0.8576;"{""n_estimators"": 500, ""max_depth"": null, ""n_jobs"": -1, ""tfidf"": {""ngram_min"": 1, ""ngram_max"": 2, ""min_df"": 2, ""max_df"": 0.95, ""max_features"": 200000, ""stop_words"": ""english"", ""sublinear_tf"": true, ""binary"": false}}";results\learning_curve\rf_imdb_frac20_s102_20251107_014016.json
phase5_learning_curve;imdb;rf;103;0.2;4500;2500;25000;20251107_015144;0.84908;0.8490789797739033;0.8490894393784407;0.8490800000000001;14.791974800056778;0.8532;0.8531915203422149;0.8532816221859898;0.8532;"{""n_estimators"": 500, ""max_depth"": null, ""n_jobs"": -1, ""tfidf"": {""ngram_min"": 1, ""ngram_max"": 2, ""min_df"": 2, ""max_df"": 0.95, ""max_features"": 200000, ""stop_words"": ""english"", ""sublinear_tf"": true, ""binary"": false}}";results\learning_curve\rf_imdb_frac20_s103_20251107_015144.json
phase5_learning_curve;imdb;rf;101;0.4;9000;2500;25000;20251107_013142;0.85196;0.851942344657608;0.8521279599662612;0.85196;24.85288300004322;0.8528;0.8527905785970302;0.8528903399270213;0.8528;"{""n_estimators"": 500, ""max_depth"": null, ""n_jobs"": -1, ""tfidf"": {""ngram_min"": 1, ""ngram_max"": 2, ""min_df"": 2, ""max_df"": 0.95, ""max_features"": 200000, ""stop_words"": ""english"", ""sublinear_tf"": true, ""binary"": false}}";results\learning_curve\rf_imdb_frac40_s101_20251107_013142.json
phase5_learning_curve;imdb;rf;102;0.4;9000;2500;25000;20251107_014142;0.85404;0.8539982016707628;0.854445892153838;0.8540399999999999;36.45029810001142;0.862;0.8619920286595754;0.8620836558078379;0.8620000000000001;"{""n_estimators"": 500, ""max_depth"": null, ""n_jobs"": -1, ""tfidf"": {""ngram_min"": 1, ""ngram_max"": 2, ""min_df"": 2, ""max_df"": 0.95, ""max_features"": 200000, ""stop_words"": ""english"", ""sublinear_tf"": true, ""binary"": false}}";results\learning_curve\rf_imdb_frac40_s102_20251107_014142.json
phase5_learning_curve;imdb;rf;103;0.4;9000;2500;25000;20251107_015257;0.85992;0.8599125755906463;0.8599963169152096;0.85992;24.933098200010136;0.8632;0.8631852021114603;0.8633572028602454;0.8632;"{""n_estimators"": 500, ""max_depth"": null, ""n_jobs"": -1, ""tfidf"": {""ngram_min"": 1, ""ngram_max"": 2, ""min_df"": 2, ""max_df"": 0.95, ""max_features"": 200000, ""stop_words"": ""english"", ""sublinear_tf"": true, ""binary"": false}}";results\learning_curve\rf_imdb_frac40_s103_20251107_015257.json
phase5_learning_curve;imdb;rf;101;0.6;13500;2500;25000;20251107_013317;0.856;0.8559787042046845;0.8562106852267899;0.8560000000000001;41.0144830000354;0.8608;0.8607991982033816;0.860808313023532;0.8608;"{""n_estimators"": 500, ""max_depth"": null, ""n_jobs"": -1, ""tfidf"": {""ngram_min"": 1, ""ngram_max"": 2, ""min_df"": 2, ""max_df"": 0.95, ""max_features"": 200000, ""stop_words"": ""english"", ""sublinear_tf"": true, ""binary"": false}}";results\learning_curve\rf_imdb_frac60_s101_20251107_013317.json
phase5_learning_curve;imdb;rf;102;0.6;13500;2500;25000;20251107_014339;0.85776;0.8577257303397572;0.8581050276049649;0.85776;52.60626290005166;0.8684;0.8683952622294402;0.8684530572402426;0.8684000000000001;"{""n_estimators"": 500, ""max_depth"": null, ""n_jobs"": -1, ""tfidf"": {""ngram_min"": 1, ""ngram_max"": 2, ""min_df"": 2, ""max_df"": 0.95, ""max_features"": 200000, ""stop_words"": ""english"", ""sublinear_tf"": true, ""binary"": false}}";results\learning_curve\rf_imdb_frac60_s102_20251107_014339.json
phase5_learning_curve;imdb;rf;103;0.6;13500;2500;25000;20251107_015436;0.86104;0.8610254274598623;0.8611914946930956;0.86104;42.92507730005309;0.8604;0.8603997989757105;0.8604020759159572;0.8604;"{""n_estimators"": 500, ""max_depth"": null, ""n_jobs"": -1, ""tfidf"": {""ngram_min"": 1, ""ngram_max"": 2, ""min_df"": 2, ""max_df"": 0.95, ""max_features"": 200000, ""stop_words"": ""english"", ""sublinear_tf"": true, ""binary"": false}}";results\learning_curve\rf_imdb_frac60_s103_20251107_015436.json
phase5_learning_curve;imdb;rf;101;0.8;18000;2500;25000;20251107_013525;0.8608;0.8607802187624751;0.8610051757031881;0.8608;66.52611670002807;0.8576;0.8575999088639417;0.8576009154583435;0.8576;"{""n_estimators"": 500, ""max_depth"": null, ""n_jobs"": -1, ""tfidf"": {""ngram_min"": 1, ""ngram_max"": 2, ""min_df"": 2, ""max_df"": 0.95, ""max_features"": 200000, ""stop_words"": ""english"", ""sublinear_tf"": true, ""binary"": false}}";results\learning_curve\rf_imdb_frac80_s101_20251107_013525.json
phase5_learning_curve;imdb;rf;102;0.8;18000;2500;25000;20251107_014606;0.85932;0.8592873184102844;0.8596541296199024;0.8593200000000001;75.52970349998213;0.8708;0.8707965063375314;0.8708401100663048;0.8708;"{""n_estimators"": 500, ""max_depth"": null, ""n_jobs"": -1, ""tfidf"": {""ngram_min"": 1, ""ngram_max"": 2, ""min_df"": 2, ""max_df"": 0.95, ""max_features"": 200000, ""stop_words"": ""english"", ""sublinear_tf"": true, ""binary"": false}}";results\learning_curve\rf_imdb_frac80_s102_20251107_014606.json
phase5_learning_curve;imdb;rf;103;0.8;18000;2500;25000;20251107_015641;0.8618;0.8617739805552613;0.8620726238856161;0.8617999999999999;60.55728539999109;0.8704;0.8703992534997002;0.8704085342126282;0.8704000000000001;"{""n_estimators"": 500, ""max_depth"": null, ""n_jobs"": -1, ""tfidf"": {""ngram_min"": 1, ""ngram_max"": 2, ""min_df"": 2, ""max_df"": 0.95, ""max_features"": 200000, ""stop_words"": ""english"", ""sublinear_tf"": true, ""binary"": false}}";results\learning_curve\rf_imdb_frac80_s103_20251107_015641.json
phase5_learning_curve;imdb;rf;101;1.0;22500;2500;25000;20251107_013802;0.86256;0.8625404688700761;0.8627661765602769;0.86256;76.96059639996383;0.8616;0.861597785564569;0.8616231438812083;0.8616;"{""n_estimators"": 500, ""max_depth"": null, ""n_jobs"": -1, ""tfidf"": {""ngram_min"": 1, ""ngram_max"": 2, ""min_df"": 2, ""max_df"": 0.95, ""max_features"": 200000, ""stop_words"": ""english"", ""sublinear_tf"": true, ""binary"": false}}";results\learning_curve\rf_imdb_frac100_s101_20251107_013802.json
phase5_learning_curve;imdb;rf;102;1.0;22500;2500;25000;20251107_014908;0.86316;0.8631422139621265;0.8633488832834861;0.8631599999999999;100.45347980002407;0.8728;0.8727979647674363;0.8728238607270866;0.8728;"{""n_estimators"": 500, ""max_depth"": null, ""n_jobs"": -1, ""tfidf"": {""ngram_min"": 1, ""ngram_max"": 2, ""min_df"": 2, ""max_df"": 0.95, ""max_features"": 200000, ""stop_words"": ""english"", ""sublinear_tf"": true, ""binary"": false}}";results\learning_curve\rf_imdb_frac100_s102_20251107_014908.json
phase5_learning_curve;imdb;rf;103;1.0;22500;2500;25000;20251107_015912;0.8632;0.8631847432381836;0.8633620792542445;0.8632;77.30137160001323;0.8688;0.8687979007664123;0.8688236047107015;0.8688;"{""n_estimators"": 500, ""max_depth"": null, ""n_jobs"": -1, ""tfidf"": {""ngram_min"": 1, ""ngram_max"": 2, ""min_df"": 2, ""max_df"": 0.95, ""max_features"": 200000, ""stop_words"": ""english"", ""sublinear_tf"": true, ""binary"": false}}";results\learning_curve\rf_imdb_frac100_s103_20251107_015912.json
phase5_learning_curve;imdb;svm;101;0.05;1125;2500;25000;20251107_012826;0.84648;0.8464798339525884;0.8464814990175573;0.84648;10.872577299945988;0.848;0.8479648738044439;0.8483219051718837;0.848;"{""C"": 0.5, ""class_weight"": null, ""tfidf"": {""ngram_min"": 1, ""ngram_max"": 2, ""min_df"": 2, ""max_df"": 1.0, ""max_features"": 100000, ""stop_words"": null, ""sublinear_tf"": true, ""binary"": false}}";results\learning_curve\svm_imdb_frac5_s101_20251107_012826.json
phase5_learning_curve;imdb;svm;102;0.05;1125;2500;25000;20251107_013813;0.84144;0.8413155914236762;0.8425141242937852;0.84144;10.079188699950464;0.852;0.8517814428443606;0.8540884989480353;0.852;"{""C"": 0.5, ""class_weight"": null, ""tfidf"": {""ngram_min"": 1, ""ngram_max"": 2, ""min_df"": 2, ""max_df"": 1.0, ""max_features"": 100000, ""stop_words"": null, ""sublinear_tf"": true, ""binary"": false}}";results\learning_curve\svm_imdb_frac5_s102_20251107_013813.json
phase5_learning_curve;imdb;svm;103;0.05;1125;2500;25000;20251107_014922;0.84728;0.8472799912033275;0.8472800800133304;0.84728;12.239242400042713;0.8452;0.8451999752319961;0.8452002209281414;0.8452;"{""C"": 0.5, ""class_weight"": null, ""tfidf"": {""ngram_min"": 1, ""ngram_max"": 2, ""min_df"": 2, ""max_df"": 1.0, ""max_features"": 100000, ""stop_words"": null, ""sublinear_tf"": true, ""binary"": false}}";results\learning_curve\svm_imdb_frac5_s103_20251107_014922.json
phase5_learning_curve;imdb;svm;101;0.1;2250;2500;25000;20251107_012908;0.86312;0.8631117569185334;0.8632074859324195;0.86312;11.859360500006005;0.8564;0.8563650449973506;0.8567472720645185;0.8564;"{""C"": 0.5, ""class_weight"": null, ""tfidf"": {""ngram_min"": 1, ""ngram_max"": 2, ""min_df"": 2, ""max_df"": 1.0, ""max_features"": 100000, ""stop_words"": null, ""sublinear_tf"": true, ""binary"": false}}";results\learning_curve\svm_imdb_frac10_s101_20251107_012908.json
phase5_learning_curve;imdb;svm;102;0.1;2250;2500;25000;20251107_013852;0.86316;0.8630803436490783;0.8640070800022562;0.8631599999999999;11.091839900007471;0.8724;0.8722911102922796;0.8736744390949999;0.8724;"{""C"": 0.5, ""class_weight"": null, ""tfidf"": {""ngram_min"": 1, ""ngram_max"": 2, ""min_df"": 2, ""max_df"": 1.0, ""max_features"": 100000, ""stop_words"": null, ""sublinear_tf"": true, ""binary"": false}}";results\learning_curve\svm_imdb_frac10_s102_20251107_013852.json
phase5_learning_curve;imdb;svm;103;0.1;2250;2500;25000;20251107_015010;0.86788;0.867852445437667;0.8681870880608203;0.86788;14.436766999890096;0.8628;0.8627593987405233;0.8632298316535856;0.8628;"{""C"": 0.5, ""class_weight"": null, ""tfidf"": {""ngram_min"": 1, ""ngram_max"": 2, ""min_df"": 2, ""max_df"": 1.0, ""max_features"": 100000, ""stop_words"": null, ""sublinear_tf"": true, ""binary"": false}}";results\learning_curve\svm_imdb_frac10_s103_20251107_015010.json
phase5_learning_curve;imdb;svm;101;0.2;4500;2500;25000;20251107_012953;0.87832;0.878317812446305;0.8783472070990014;0.87832;12.393845200072974;0.8776;0.8775773567078967;0.8778795704213807;0.8775999999999999;"{""C"": 0.5, ""class_weight"": null, ""tfidf"": {""ngram_min"": 1, ""ngram_max"": 2, ""min_df"": 2, ""max_df"": 1.0, ""max_features"": 100000, ""stop_words"": null, ""sublinear_tf"": true, ""binary"": false}}";results\learning_curve\svm_imdb_frac20_s101_20251107_012953.json
phase5_learning_curve;imdb;svm;102;0.2;4500;2500;25000;20251107_013937;0.8796;0.8795581525282727;0.880128301705505;0.8795999999999999;12.746684800018556;0.8892;0.8891538702746535;0.8898489581697276;0.8892;"{""C"": 0.5, ""class_weight"": null, ""tfidf"": {""ngram_min"": 1, ""ngram_max"": 2, ""min_df"": 2, ""max_df"": 1.0, ""max_features"": 100000, ""stop_words"": null, ""sublinear_tf"": true, ""binary"": false}}";results\learning_curve\svm_imdb_frac20_s102_20251107_013937.json
phase5_learning_curve;imdb;svm;103;0.2;4500;2500;25000;20251107_015100;0.8798;0.8797843767776061;0.8799975379201124;0.8797999999999999;14.224687099922448;0.8796;0.8795706923236839;0.8799698778779215;0.8795999999999999;"{""C"": 0.5, ""class_weight"": null, ""tfidf"": {""ngram_min"": 1, ""ngram_max"": 2, ""min_df"": 2, ""max_df"": 1.0, ""max_features"": 100000, ""stop_words"": null, ""sublinear_tf"": true, ""binary"": false}}";results\learning_curve\svm_imdb_frac20_s103_20251107_015100.json
phase5_learning_curve;imdb;svm;101;0.4;9000;2500;25000;20251107_013047;0.8928;0.8927964432432753;0.8928521355640515;0.8928;15.16671099991072;0.8864;0.8863615265584317;0.8869239879414299;0.8864000000000001;"{""C"": 0.5, ""class_weight"": null, ""tfidf"": {""ngram_min"": 1, ""ngram_max"": 2, ""min_df"": 2, ""max_df"": 1.0, ""max_features"": 100000, ""stop_words"": null, ""sublinear_tf"": true, ""binary"": false}}";results\learning_curve\svm_imdb_frac40_s101_20251107_013047.json
phase5_learning_curve;imdb;svm;102;0.4;9000;2500;25000;20251107_014032;0.89152;0.8915143761052573;0.8916012024253349;0.89152;15.514977300073951;0.9004;0.9003865960203605;0.9006156273552677;0.9004000000000001;"{""C"": 0.5, ""class_weight"": null, ""tfidf"": {""ngram_min"": 1, ""ngram_max"": 2, ""min_df"": 2, ""max_df"": 1.0, ""max_features"": 100000, ""stop_words"": null, ""sublinear_tf"": true, ""binary"": false}}";results\learning_curve\svm_imdb_frac40_s102_20251107_014032.json
phase5_learning_curve;imdb;svm;103;0.4;9000;2500;25000;20251107_015200;0.89288;0.8928763464835225;0.8929336049454273;0.89288;15.828547600074671;0.8936;0.8935639650159959;0.8941337516918912;0.8936;"{""C"": 0.5, ""class_weight"": null, ""tfidf"": {""ngram_min"": 1, ""ngram_max"": 2, ""min_df"": 2, ""max_df"": 1.0, ""max_features"": 100000, ""stop_words"": null, ""sublinear_tf"": true, ""binary"": false}}";results\learning_curve\svm_imdb_frac40_s103_20251107_015200.json
phase5_learning_curve;imdb;svm;101;0.6;13500;2500;25000;20251107_013200;0.89764;0.8976388717346998;0.8976575325615477;0.89764;17.788504000054672;0.8976;0.897587153332514;0.8977995999272594;0.8976;"{""C"": 0.5, ""class_weight"": null, ""tfidf"": {""ngram_min"": 1, ""ngram_max"": 2, ""min_df"": 2, ""max_df"": 1.0, ""max_features"": 100000, ""stop_words"": null, ""sublinear_tf"": true, ""binary"": false}}";results\learning_curve\svm_imdb_frac60_s101_20251107_013200.json
phase5_learning_curve;imdb;svm;102;0.6;13500;2500;25000;20251107_014204;0.89768;0.8976794865965919;0.897687981756869;0.89768;21.67961190000642;0.8992;0.8991813525829737;0.8994955627971799;0.8992;"{""C"": 0.5, ""class_weight"": null, ""tfidf"": {""ngram_min"": 1, ""ngram_max"": 2, ""min_df"": 2, ""max_df"": 1.0, ""max_features"": 100000, ""stop_words"": null, ""sublinear_tf"": true, ""binary"": false}}";results\learning_curve\svm_imdb_frac60_s102_20251107_014204.json
phase5_learning_curve;imdb;svm;103;0.6;13500;2500;25000;20251107_015316;0.89856;0.89855862624034;0.8985815910053521;0.89856;19.25237530004233;0.8992;0.8991790937768855;0.8995313873138936;0.8992;"{""C"": 0.5, ""class_weight"": null, ""tfidf"": {""ngram_min"": 1, ""ngram_max"": 2, ""min_df"": 2, ""max_df"": 1.0, ""max_features"": 100000, ""stop_words"": null, ""sublinear_tf"": true, ""binary"": false}}";results\learning_curve\svm_imdb_frac60_s103_20251107_015316.json
phase5_learning_curve;imdb;svm;101;0.8;18000;2500;25000;20251107_013337;0.90064;0.9006398925321077;0.9006417333363952;0.90064;20.527881899964996;0.898;0.8979913659892174;0.898134792515354;0.898;"{""C"": 0.5, ""class_weight"": null, ""tfidf"": {""ngram_min"": 1, ""ngram_max"": 2, ""min_df"": 2, ""max_df"": 1.0, ""max_features"": 100000, ""stop_words"": null, ""sublinear_tf"": true, ""binary"": false}}";results\learning_curve\svm_imdb_frac80_s101_20251107_013337.json
phase5_learning_curve;imdb;svm;102;0.8;18000;2500;25000;20251107_014402;0.90108;0.9010799302019987;0.901081132011387;0.9010800000000001;22.538689099950716;0.9116;0.9115845944997456;0.9118870688114789;0.9116;"{""C"": 0.5, ""class_weight"": null, ""tfidf"": {""ngram_min"": 1, ""ngram_max"": 2, ""min_df"": 2, ""max_df"": 1.0, ""max_features"": 100000, ""stop_words"": null, ""sublinear_tf"": true, ""binary"": false}}";results\learning_curve\svm_imdb_frac80_s102_20251107_014402.json
phase5_learning_curve;imdb;svm;103;0.8;18000;2500;25000;20251107_015458;0.90096;0.9009593509272023;0.9009705112013688;0.90096;21.31170550000388;0.9036;0.9035832003368267;0.9038814892427426;0.9036;"{""C"": 0.5, ""class_weight"": null, ""tfidf"": {""ngram_min"": 1, ""ngram_max"": 2, ""min_df"": 2, ""max_df"": 1.0, ""max_features"": 100000, ""stop_words"": null, ""sublinear_tf"": true, ""binary"": false}}";results\learning_curve\svm_imdb_frac80_s103_20251107_015458.json
phase5_learning_curve;imdb;svm;101;1.0;22500;2500;25000;20251107_013556;0.90436;0.9043599876050544;0.9043602096203327;0.90436;30.648786999983713;0.9044;0.9043932539880014;0.9045141700793632;0.9044;"{""C"": 0.5, ""class_weight"": null, ""tfidf"": {""ngram_min"": 1, ""ngram_max"": 2, ""min_df"": 2, ""max_df"": 1.0, ""max_features"": 100000, ""stop_words"": null, ""sublinear_tf"": true, ""binary"": false}}";results\learning_curve\svm_imdb_frac100_s101_20251107_013556.json
phase5_learning_curve;imdb;svm;102;1.0;22500;2500;25000;20251107_014633;0.90356;0.9035599875013745;0.9035602092056124;0.9035599999999999;27.15875139995478;0.9156;0.915585291581205;0.915889858595847;0.9156;"{""C"": 0.5, ""class_weight"": null, ""tfidf"": {""ngram_min"": 1, ""ngram_max"": 2, ""min_df"": 2, ""max_df"": 1.0, ""max_features"": 100000, ""stop_words"": null, ""sublinear_tf"": true, ""binary"": false}}";results\learning_curve\svm_imdb_frac100_s102_20251107_014633.json
phase5_learning_curve;imdb;svm;103;1.0;22500;2500;25000;20251107_015705;0.90556;0.9055599454514245;0.9055609370079889;0.90556;23.99783069989644;0.9064;0.9063882573430011;0.906604017631887;0.9064;"{""C"": 0.5, ""class_weight"": null, ""tfidf"": {""ngram_min"": 1, ""ngram_max"": 2, ""min_df"": 2, ""max_df"": 1.0, ""max_features"": 100000, ""stop_words"": null, ""sublinear_tf"": true, ""binary"": false}}";results\learning_curve\svm_imdb_frac100_s103_20251107_015705.json
phase5_learning_curve;sms;logreg;101;0.05;200;446;1115;20251107_012735;0.968609865470852;0.9278625312164384;0.9584718528368794;0.9024170800505787;0.05739790003281087;0.9439461883408071;0.8713822657484629;0.9000496401092082;0.8479706390328152;"{""C"": 1.0, ""class_weight"": ""balanced"", ""solver"": ""liblinear"", ""tfidf"": {""ngram_min"": 1, ""ngram_max"": 2, ""min_df"": 2, ""max_df"": 1.0, ""max_features"": 100000, ""stop_words"": null, ""sublinear_tf"": true, ""binary"": false}}";results\learning_curve\logreg_sms_frac5_s101_20251107_012735.json
phase5_learning_curve;sms;logreg;102;0.05;200;446;1115;20251107_012748;0.9695067264573991;0.9314049766223239;0.9507180650037793;0.9142871038114692;0.05618979991413653;0.968609865470852;0.9316340384531161;0.9379665837184501;0.9255613126079447;"{""C"": 1.0, ""class_weight"": ""balanced"", ""solver"": ""liblinear"", ""tfidf"": {""ngram_min"": 1, ""ngram_max"": 2, ""min_df"": 2, ""max_df"": 1.0, ""max_features"": 100000, ""stop_words"": null, ""sublinear_tf"": true, ""binary"": false}}";results\learning_curve\logreg_sms_frac5_s102_20251107_012748.json
phase5_learning_curve;sms;logreg;103;0.05;200;446;1115;20251107_012801;0.9623318385650225;0.9177243211334121;0.9226270885175969;0.912984423416288;0.05355279997456819;0.9461883408071748;0.8735827664399093;0.9148869346733668;0.8422279792746113;"{""C"": 1.0, ""class_weight"": ""balanced"", ""solver"": ""liblinear"", ""tfidf"": {""ngram_min"": 1, ""ngram_max"": 2, ""min_df"": 2, ""max_df"": 1.0, ""max_features"": 100000, ""stop_words"": null, ""sublinear_tf"": true, ""binary"": false}}";results\learning_curve\logreg_sms_frac5_s103_20251107_012801.json
phase5_learning_curve;sms;logreg;101;0.1;401;446;1115;20251107_012736;0.9775784753363229;0.949410255153802;0.971149603663639;0.930297914321842;0.06604029994923621;0.9663677130044843;0.9251300990431426;0.9417577307602882;0.9101899827288429;"{""C"": 1.0, ""class_weight"": ""balanced"", ""solver"": ""liblinear"", ""tfidf"": {""ngram_min"": 1, ""ngram_max"": 2, ""min_df"": 2, ""max_df"": 1.0, ""max_features"": 100000, ""stop_words"": null, ""sublinear_tf"": true, ""binary"": false}}";results\learning_curve\logreg_sms_frac10_s101_20251107_012736.json
phase5_learning_curve;sms;logreg;102;0.1;401;446;1115;20251107_012749;0.9802690582959641;0.9566528125309244;0.964826325937437;0.9488793474787055;0.06388519995380193;0.9775784753363229;0.9511671703236544;0.9577852826164237;0.9448186528497409;"{""C"": 1.0, ""class_weight"": ""balanced"", ""solver"": ""liblinear"", ""tfidf"": {""ngram_min"": 1, ""ngram_max"": 2, ""min_df"": 2, ""max_df"": 1.0, ""max_features"": 100000, ""stop_words"": null, ""sublinear_tf"": true, ""binary"": false}}";results\learning_curve\logreg_sms_frac10_s102_20251107_012749.json
phase5_learning_curve;sms;logreg;103;0.1;401;446;1115;20251107_012802;0.967713004484305;0.9282312049433574;0.9414546231866965;0.9160900134783998;0.06202399998437613;0.9596412556053812;0.9036439579432523;0.9582608695652174;0.8640759930915372;"{""C"": 1.0, ""class_weight"": ""balanced"", ""solver"": ""liblinear"", ""tfidf"": {""ngram_min"": 1, ""ngram_max"": 2, ""min_df"": 2, ""max_df"": 1.0, ""max_features"": 100000, ""stop_words"": null, ""sublinear_tf"": true, ""binary"": false}}";results\learning_curve\logreg_sms_frac10_s103_20251107_012802.json
phase5_learning_curve;sms;logreg;101;0.2;802;446;1115;20251107_012738;0.9820627802690582;0.9608211053016248;0.966228226093139;0.9555907568746786;0.10737550002522767;0.9663677130044843;0.9272723319599508;0.9303420487890335;0.92426597582038;"{""C"": 1.0, ""class_weight"": ""balanced"", ""solver"": ""liblinear"", ""tfidf"": {""ngram_min"": 1, ""ngram_max"": 2, ""min_df"": 2, ""max_df"": 1.0, ""max_features"": 100000, ""stop_words"": null, ""sublinear_tf"": true, ""binary"": false}}";results\learning_curve\logreg_sms_frac20_s101_20251107_012738.json
phase5_learning_curve;sms;logreg;102;0.2;802;446;1115;20251107_012750;0.9829596412556054;0.9635137066870584;0.9596621030770072;0.9674607806355691;0.08050349995028228;0.9798206278026906;0.9557320099255584;0.965972128264105;0.9461139896373056;"{""C"": 1.0, ""class_weight"": ""balanced"", ""solver"": ""liblinear"", ""tfidf"": {""ngram_min"": 1, ""ngram_max"": 2, ""min_df"": 2, ""max_df"": 1.0, ""max_features"": 100000, ""stop_words"": null, ""sublinear_tf"": true, ""binary"": false}}";results\learning_curve\logreg_sms_frac20_s102_20251107_012750.json
phase5_learning_curve;sms;logreg;103;0.2;802;446;1115;20251107_012804;0.9757847533632287;0.9472605439495467;0.9511641715085457;0.9434532494059777;0.07951330009382218;0.9730941704035875;0.9377819111834457;0.9761111111111112;0.9070379965457686;"{""C"": 1.0, ""class_weight"": ""balanced"", ""solver"": ""liblinear"", ""tfidf"": {""ngram_min"": 1, ""ngram_max"": 2, ""min_df"": 2, ""max_df"": 1.0, ""max_features"": 100000, ""stop_words"": null, ""sublinear_tf"": true, ""binary"": false}}";results\learning_curve\logreg_sms_frac20_s103_20251107_012804.json
phase5_learning_curve;sms;logreg;101;0.4;1605;446;1115;20251107_012740;0.9829596412556054;0.963307694039687;0.9620034542314335;0.9646226742812678;0.19226999999955297;0.9708520179372198;0.9395254237288135;0.9255198869372098;0.9550086355785838;"{""C"": 1.0, ""class_weight"": ""balanced"", ""solver"": ""liblinear"", ""tfidf"": {""ngram_min"": 1, ""ngram_max"": 2, ""min_df"": 2, ""max_df"": 1.0, ""max_features"": 100000, ""stop_words"": null, ""sublinear_tf"": true, ""binary"": false}}";results\learning_curve\logreg_sms_frac40_s101_20251107_012740.json
phase5_learning_curve;sms;logreg;102;0.4;1605;446;1115;20251107_012752;0.9883408071748879;0.9753119012135405;0.9663845886473623;0.9847569024691873;0.12532899994403124;0.9798206278026906;0.9557320099255584;0.965972128264105;0.9461139896373056;"{""C"": 1.0, ""class_weight"": ""balanced"", ""solver"": ""liblinear"", ""tfidf"": {""ngram_min"": 1, ""ngram_max"": 2, ""min_df"": 2, ""max_df"": 1.0, ""max_features"": 100000, ""stop_words"": null, ""sublinear_tf"": true, ""binary"": false}}";results\learning_curve\logreg_sms_frac40_s102_20251107_012752.json
phase5_learning_curve;sms;logreg;103;0.4;1605;446;1115;20251107_012805;0.979372197309417;0.9558323817790706;0.9520447341094169;0.9597141745522253;0.1346529999282211;0.9798206278026906;0.9544003544367069;0.980387920687503;0.9320379965457686;"{""C"": 1.0, ""class_weight"": ""balanced"", ""solver"": ""liblinear"", ""tfidf"": {""ngram_min"": 1, ""ngram_max"": 2, ""min_df"": 2, ""max_df"": 1.0, ""max_features"": 100000, ""stop_words"": null, ""sublinear_tf"": true, ""binary"": false}}";results\learning_curve\logreg_sms_frac40_s103_20251107_012805.json
phase5_learning_curve;sms;logreg;101;0.6;2407;446;1115;20251107_012741;0.9847533632286996;0.9673543691410522;0.9634707875608024;0.971334083677241;0.15505709999706596;0.9730941704035875;0.9430274643389398;0.9370379704301075;0.94926597582038;"{""C"": 1.0, ""class_weight"": ""balanced"", ""solver"": ""liblinear"", ""tfidf"": {""ngram_min"": 1, ""ngram_max"": 2, ""min_df"": 2, ""max_df"": 1.0, ""max_features"": 100000, ""stop_words"": null, ""sublinear_tf"": true, ""binary"": false}}";results\learning_curve\logreg_sms_frac60_s101_20251107_012741.json
phase5_learning_curve;sms;logreg;102;0.6;2407;446;1115;20251107_012754;0.9883408071748879;0.9753119012135405;0.9663845886473623;0.9847569024691873;0.1562739999499172;0.9820627802690582;0.9609337362589234;0.9676946320654106;0.954447322970639;"{""C"": 1.0, ""class_weight"": ""balanced"", ""solver"": ""liblinear"", ""tfidf"": {""ngram_min"": 1, ""ngram_max"": 2, ""min_df"": 2, ""max_df"": 1.0, ""max_features"": 100000, ""stop_words"": null, ""sublinear_tf"": true, ""binary"": false}}";results\learning_curve\logreg_sms_frac60_s102_20251107_012754.json
phase5_learning_curve;sms;logreg;103;0.6;2407;446;1115;20251107_012807;0.9811659192825112;0.9594453460438646;0.9581519861830743;0.9607493712395959;0.1438966999994591;0.9865470852017937;0.9702719516530395;0.9846611721611722;0.9570379965457685;"{""C"": 1.0, ""class_weight"": ""balanced"", ""solver"": ""liblinear"", ""tfidf"": {""ngram_min"": 1, ""ngram_max"": 2, ""min_df"": 2, ""max_df"": 1.0, ""max_features"": 100000, ""stop_words"": null, ""sublinear_tf"": true, ""binary"": false}}";results\learning_curve\logreg_sms_frac60_s103_20251107_012807.json
phase5_learning_curve;sms;logreg;101;0.8;3210;446;1115;20251107_012744;0.9847533632286996;0.9673543691410522;0.9634707875608024;0.971334083677241;0.233205399941653;0.9775784753363229;0.9525228869491165;0.9464045698924731;0.958894645941278;"{""C"": 1.0, ""class_weight"": ""balanced"", ""solver"": ""liblinear"", ""tfidf"": {""ngram_min"": 1, ""ngram_max"": 2, ""min_df"": 2, ""max_df"": 1.0, ""max_features"": 100000, ""stop_words"": null, ""sublinear_tf"": true, ""binary"": false}}";results\learning_curve\logreg_sms_frac80_s101_20251107_012744.json
