phase;dataset;model;seed;timestamp;accuracy;f1_macro;precision_macro;recall_macro;elapsed_sec;file;model_cfg_json;dataset_files_json
phase1_baseline;amazon;logreg;101;20251105_020838;0.91317;0.9131699893633236;0.9131790180598538;0.9131772884804298;33.51663809991442;results\baselines\logreg_amazon_s101_20251105_020838.json;"{""C"": 1.0, ""class_weight"": null, ""tfidf"": {""ngram_min"": 1, ""ngram_max"": 2, ""min_df"": 2, ""max_features"": 100000}}";"{""train"": ""data/local/amazon_train.csv"", ""test"": ""data/local/amazon_test.csv""}"
phase1_baseline;amazon;logreg;102;20251105_021246;0.91319;0.9131899485303205;0.9132027372435062;0.9131983974275507;34.70785320003051;results\baselines\logreg_amazon_s102_20251105_021246.json;"{""C"": 1.0, ""class_weight"": null, ""tfidf"": {""ngram_min"": 1, ""ngram_max"": 2, ""min_df"": 2, ""max_features"": 100000}}";"{""train"": ""data/local/amazon_train.csv"", ""test"": ""data/local/amazon_test.csv""}"
phase1_baseline;amazon;logreg;103;20251105_021722;0.91332;0.9133199728171435;0.913330806705613;0.913327843929741;43.24203269998543;results\baselines\logreg_amazon_s103_20251105_021722.json;"{""C"": 1.0, ""class_weight"": null, ""tfidf"": {""ngram_min"": 1, ""ngram_max"": 2, ""min_df"": 2, ""max_features"": 100000}}";"{""train"": ""data/local/amazon_train.csv"", ""test"": ""data/local/amazon_test.csv""}"
phase1_baseline;amazon;nb;101;20251105_020908;0.88873;0.8887288101882944;0.8887748805922473;0.8887448269959463;30.410651999991387;results\baselines\nb_amazon_s101_20251105_020908.json;"{""alpha"": 0.5, ""tfidf"": {""ngram_min"": 1, ""ngram_max"": 2, ""min_df"": 2, ""max_features"": 100000}}";"{""train"": ""data/local/amazon_train.csv"", ""test"": ""data/local/amazon_test.csv""}"
phase1_baseline;amazon;nb;102;20251105_021316;0.88997;0.8899690424555919;0.8900097168326642;0.8899839908324225;29.930667000007816;results\baselines\nb_amazon_s102_20251105_021316.json;"{""alpha"": 0.5, ""tfidf"": {""ngram_min"": 1, ""ngram_max"": 2, ""min_df"": 2, ""max_features"": 100000}}";"{""train"": ""data/local/amazon_train.csv"", ""test"": ""data/local/amazon_test.csv""}"
phase1_baseline;amazon;nb;103;20251105_021753;0.88919;0.8891887712253652;0.8892359410165385;0.8892049886030886;31.545375199988484;results\baselines\nb_amazon_s103_20251105_021753.json;"{""alpha"": 0.5, ""tfidf"": {""ngram_min"": 1, ""ngram_max"": 2, ""min_df"": 2, ""max_features"": 100000}}";"{""train"": ""data/local/amazon_train.csv"", ""test"": ""data/local/amazon_test.csv""}"
phase1_baseline;amazon;rf;101;20251105_021205;0.87646;0.8764307703907236;0.8769245699732794;0.8765067121011807;145.77736359997652;results\baselines\rf_amazon_s101_20251105_021205.json;"{""n_estimators"": 200, ""max_depth"": null, ""tfidf"": {""ngram_min"": 1, ""ngram_max"": 2, ""min_df"": 2, ""max_features"": 100000}}";"{""train"": ""data/local/amazon_train.csv"", ""test"": ""data/local/amazon_test.csv""}"
phase1_baseline;amazon;rf;102;20251105_021631;0.87604;0.8760063245080756;0.8765642344481702;0.8760896131941681;164.3178017999744;results\baselines\rf_amazon_s102_20251105_021631.json;"{""n_estimators"": 200, ""max_depth"": null, ""tfidf"": {""ngram_min"": 1, ""ngram_max"": 2, ""min_df"": 2, ""max_features"": 100000}}";"{""train"": ""data/local/amazon_train.csv"", ""test"": ""data/local/amazon_test.csv""}"
phase1_baseline;amazon;rf;103;20251105_022054;0.87627;0.8762366720085555;0.8767905880561927;0.8763194299958993;149.46492639998905;results\baselines\rf_amazon_s103_20251105_022054.json;"{""n_estimators"": 200, ""max_depth"": null, ""tfidf"": {""ngram_min"": 1, ""ngram_max"": 2, ""min_df"": 2, ""max_features"": 100000}}";"{""train"": ""data/local/amazon_train.csv"", ""test"": ""data/local/amazon_test.csv""}"
phase1_baseline;amazon;svm;101;20251105_020939;0.91613;0.9161296678650976;0.9161289784011937;0.9161311314675339;30.946024999953806;results\baselines\svm_amazon_s101_20251105_020939.json;"{""C"": 1.0, ""class_weight"": null, ""tfidf"": {""ngram_min"": 1, ""ngram_max"": 2, ""min_df"": 2, ""max_features"": 100000}}";"{""train"": ""data/local/amazon_train.csv"", ""test"": ""data/local/amazon_test.csv""}"
